weight,height,label
74,200,normal
72,197,normal
48,177,thin
79,156,fat
35,184,thin
78,125,fat
37,186,thin
46,194,thin
75,151,fat
42,177,thin
67,162,fat
65,150,fat
80,148,fat
41,199,thin
79,159,fat
36,191,thin
35,185,thin
68,200,thin
59,137,fat
57,160,normal
56,171,normal
78,156,fat
49,159,normal
45,142,normal
37,120,fat
35,136,normal
35,147,thin
77,142,fat
36,142,thin
48,127,fat
63,144,fat
42,196,thin
42,184,thin
72,166,fat
36,145,thin
80,141,fat
59,167,normal
37,176,thin
59,198,thin
57,149,fat
64,139,fat
48,120,fat
70,176,normal
59,125,fat
74,120,fat
58,141,fat
59,122,fat
51,126,fat
52,126,fat
43,128,fat
35,154,thin
63,155,fat
43,178,thin
68,166,normal
62,124,fat
58,120,fat
47,199,thin
40,192,thin
48,160,normal
59,189,thin
52,194,thin
69,164,fat
43,171,thin
44,147,normal
68,136,fat
49,138,fat
41,186,thin
71,161,fat
47,124,fat
41,142,normal
77,165,fat
65,145,fat
70,137,fat
62,194,thin
45,146,normal
50,141,fat
50,188,thin
52,180,thin
66,150,fat
39,145,normal
62,129,fat
47,182,thin
64,143,fat
78,140,fat
55,144,fat
47,193,thin
47,120,fat
50,166,thin
47,157,normal
53,193,thin
55,131,fat
41,155,thin
62,130,fat
40,165,thin
79,170,fat
80,134,fat
43,157,thin
63,182,normal
35,149,thin
40,126,fat
73,186,normal
55,179,thin
52,200,thin
79,170,fat
71,188,normal
69,134,fat
78,175,fat
77,127,fat
35,185,thin
59,179,thin
61,197,thin
74,196,normal
41,140,normal
80,180,normal
68,154,fat
46,156,normal
70,153,fat
48,136,fat
55,151,normal
52,176,thin
75,161,fat
61,183,thin
57,169,normal
72,150,fat
68,159,fat
61,131,fat
66,192,thin
57,142,fat
54,152,normal
39,153,thin
48,143,normal
58,197,thin
48,185,thin
60,162,normal
80,154,fat
77,185,normal
71,167,fat
39,194,thin
73,194,normal
70,156,fat
46,191,thin
79,164,fat
78,199,normal
73,174,normal
37,185,thin
62,135,fat
77,155,fat
47,191,thin
48,177,thin
56,167,normal
49,172,thin
69,131,fat
61,170,normal
58,169,normal
69,187,normal
79,154,fat
51,192,thin
64,150,fat
46,148,normal
42,189,thin
79,164,fat
47,187,thin
37,169,thin
50,162,normal
80,182,normal
54,126,fat
50,176,thin
43,144,normal
70,199,thin
58,142,fat
71,183,normal
52,192,thin
64,155,fat
46,177,thin
39,138,normal
77,171,fat
72,156,fat
44,197,thin
42,124,fat
64,139,fat
68,177,normal
41,146,normal
53,123,fat
50,199,thin
49,136,fat
62,188,thin
74,143,fat
59,127,fat
47,198,thin
54,152,normal
73,168,fat
78,183,normal
74,135,fat
47,143,normal
70,165,fat
40,131,normal
68,150,fat
63,131,fat
54,144,fat
77,182,normal
73,175,normal
75,132,fat
72,135,fat
65,156,fat
64,142,fat
71,131,fat
50,186,thin
80,147,fat
38,183,thin
58,164,normal
60,137,fat
44,189,thin
61,120,fat
45,182,thin
36,179,thin
52,186,thin
35,193,thin
80,145,fat
44,183,thin
66,181,normal
72,191,normal
37,198,thin
46,159,thin
54,133,fat
51,158,normal
71,169,normal
79,192,normal
77,198,normal
51,165,normal
73,194,normal
55,158,normal
52,171,thin
59,126,fat
38,170,thin
61,181,normal
48,121,fat
72,129,fat
60,192,thin
40,126,fat
61,161,normal
72,156,fat
70,191,normal
65,146,fat
60,168,normal
52,146,normal
39,143,normal
40,134,normal
56,135,fat
73,164,fat
45,125,fat
41,150,thin
75,163,fat
46,120,fat
75,172,fat
49,150,normal
67,150,fat
48,139,normal
78,161,fat
35,149,thin
56,167,normal
48,156,normal
65,120,fat
40,155,thin
66,148,fat
39,157,thin
53,188,thin
41,142,normal
76,193,normal
45,138,normal
70,189,normal
55,194,thin
66,144,fat
57,174,normal
50,121,fat
51,190,thin
48,173,thin
61,136,fat
51,123,fat
74,141,fat
56,187,thin
73,168,fat
41,125,fat
42,162,thin
72,134,fat
42,182,thin
72,132,fat
50,198,thin
76,189,normal
72,167,fat
48,148,normal
62,121,fat
55,144,fat
63,145,fat
35,125,normal
65,200,thin
76,192,normal
60,194,thin
38,150,thin
41,142,normal
78,120,fat
42,149,normal
36,134,normal
38,184,thin
60,184,thin
71,148,fat
73,124,fat
48,135,fat
78,123,fat
65,134,fat
79,134,fat
48,162,thin
48,168,thin
49,168,thin
40,135,normal
69,172,normal
69,124,fat
77,174,fat
39,177,thin
42,125,fat
48,196,thin
75,183,normal
56,191,thin
56,129,fat
71,162,fat
61,173,normal
46,137,normal
54,175,thin
78,132,fat
46,153,normal
57,166,normal
67,184,normal
54,141,fat
71,197,thin
76,167,fat
37,152,thin
39,151,thin
78,194,normal
38,158,thin
62,153,fat
40,179,thin
75,148,fat
76,137,fat
52,184,thin
60,124,fat
51,179,thin
54,183,thin
60,166,normal
79,128,fat
58,143,fat
42,152,thin
60,170,normal
52,199,thin
51,152,normal
43,135,normal
76,135,fat
79,194,normal
65,196,thin
56,198,thin
67,175,normal
39,193,thin
65,165,normal
78,127,fat
48,156,normal
64,160,normal
47,126,fat
71,131,fat
80,146,fat
48,156,normal
35,161,thin
51,125,fat
60,196,thin
74,166,fat
69,144,fat
49,193,thin
73,124,fat
43,169,thin
68,171,normal
49,140,fat
75,141,fat
62,133,fat
47,169,thin
66,133,fat
80,182,normal
71,138,fat
73,129,fat
52,151,normal
55,169,normal
74,153,fat
47,137,fat
52,150,normal
45,174,thin
69,141,fat
60,149,fat
75,163,fat
62,189,thin
62,182,normal
79,151,fat
66,196,thin
56,145,fat
71,145,fat
70,175,normal
54,194,thin
52,147,normal
42,168,thin
40,182,thin
46,130,fat
45,178,thin
36,175,thin
40,200,thin
51,177,thin
42,143,normal
59,148,fat
67,176,normal
40,136,normal
70,182,normal
64,151,fat
68,195,thin
41,171,thin
53,150,normal
80,124,fat
43,145,normal
57,152,normal
52,146,normal
47,129,fat
60,164,normal
50,158,normal
66,138,fat
68,191,normal
42,154,thin
47,179,thin
70,160,fat
49,121,fat
68,144,fat
44,133,normal
48,195,thin
53,184,thin
74,157,fat
50,179,thin
49,195,thin
56,160,normal
63,137,fat
65,196,thin
40,154,thin
75,156,fat
44,122,fat
75,128,fat
62,159,normal
52,199,thin
40,168,thin
77,141,fat
60,188,thin
73,192,normal
47,164,thin
48,160,normal
53,159,normal
72,190,normal
49,184,thin
53,145,fat
48,200,thin
44,195,thin
60,167,normal
56,135,fat
48,122,fat
44,193,thin
71,142,fat
50,127,fat
69,147,fat
55,165,normal
57,178,thin
67,145,fat
76,124,fat
64,197,thin
41,129,normal
42,137,normal
72,194,normal
64,169,normal
69,197,thin
44,194,thin
70,123,fat
72,167,fat
76,126,fat
61,169,normal
62,128,fat
38,193,thin
64,173,normal
35,160,thin
47,181,thin
42,195,thin
63,181,normal
63,175,normal
38,123,fat
80,199,normal
66,130,fat
54,153,normal
61,186,thin
41,158,thin
75,154,fat
71,156,fat
58,185,thin
39,168,thin
35,123,normal
59,185,thin
63,189,thin
62,180,normal
80,148,fat
80,140,fat
49,164,thin
35,171,thin
49,182,thin
64,145,fat
40,192,thin
67,148,fat
62,159,normal
68,193,thin
63,192,thin
65,132,fat
51,171,thin
40,134,normal
49,151,normal
53,173,thin
53,125,fat
65,148,fat
47,197,thin
41,145,normal
41,141,normal
60,179,normal
41,183,thin
37,163,thin
41,135,normal
54,136,fat
42,151,thin
68,152,fat
45,130,fat
38,163,thin
67,143,fat
60,135,fat
42,189,thin
38,192,thin
80,149,fat
46,161,thin
54,138,fat
55,188,thin
43,130,fat
48,154,normal
43,168,thin
69,150,fat
51,185,thin
52,141,fat
54,157,normal
43,138,normal
78,131,fat
47,140,normal
59,143,fat
57,141,fat
52,166,normal
67,152,fat
47,171,thin
60,155,normal
75,188,normal
77,183,normal
38,184,thin
39,170,thin
38,183,thin
58,166,normal
54,184,thin
77,190,normal
41,160,thin
49,128,fat
69,123,fat
67,180,normal
39,133,normal
66,178,normal
63,196,thin
66,158,fat
46,185,thin
57,190,thin
78,121,fat
59,191,thin
74,191,normal
78,139,fat
53,177,thin
44,170,thin
35,167,thin
80,187,normal
62,142,fat
52,179,thin
39,167,thin
70,165,fat
56,193,thin
41,171,thin
72,131,fat
75,153,fat
63,168,normal
74,125,fat
51,186,thin
64,151,fat
78,179,normal
64,139,fat
46,169,thin
43,163,thin
54,123,fat
65,164,normal
71,178,normal
58,163,normal
42,181,thin
72,179,normal
45,189,thin
51,171,thin
36,153,thin
52,127,fat
54,130,fat
70,160,fat
60,125,fat
38,200,thin
53,164,normal
35,155,thin
41,175,thin
43,176,thin
51,156,normal
36,139,normal
40,162,thin
76,154,fat
35,192,thin
55,138,fat
47,199,thin
49,164,thin
74,129,fat
75,145,fat
65,134,fat
55,183,thin
78,160,fat
47,168,thin
64,199,thin
70,192,normal
76,179,normal
47,124,fat
79,192,normal
64,175,normal
77,187,normal
36,195,thin
74,124,fat
78,140,fat
58,137,fat
44,158,thin
57,136,fat
75,121,fat
73,185,normal
38,182,thin
35,195,thin
62,142,fat
44,144,normal
39,146,thin
68,155,fat
64,134,fat
52,151,normal
73,178,normal
46,189,thin
63,182,normal
70,159,fat
41,139,normal
54,145,fat
57,138,fat
69,132,fat
49,124,fat
58,160,normal
41,134,normal
43,200,thin
53,158,normal
55,164,normal
59,124,fat
38,196,thin
63,134,fat
69,137,fat
38,129,normal
67,141,fat
65,128,fat
76,134,fat
49,142,normal
41,141,normal
65,136,fat
72,185,normal
63,128,fat
59,145,fat
79,148,fat
50,145,normal
67,141,fat
56,129,fat
51,127,fat
59,149,fat
39,169,thin
40,122,fat
48,160,normal
60,178,normal
54,197,thin
59,170,normal
61,194,thin
49,142,normal
38,169,thin
51,196,thin
71,190,normal
45,160,thin
68,147,fat
39,132,normal
79,193,normal
77,127,fat
48,159,normal
39,161,thin
48,148,normal
80,198,normal
61,178,normal
80,186,normal
50,128,fat
73,181,normal
72,170,normal
57,193,thin
48,178,thin
55,151,normal
43,177,thin
65,153,fat
48,154,normal
57,150,fat
52,159,normal
36,130,normal
36,159,thin
47,199,thin
73,123,fat
69,151,fat
59,124,fat
53,163,normal
48,183,thin
42,132,normal
72,189,normal
50,168,thin
36,189,thin
37,185,thin
76,146,fat
42,196,thin
47,163,thin
44,200,thin
47,195,thin
55,177,thin
44,172,thin
62,123,fat
35,138,thin
70,161,fat
64,194,thin
69,160,fat
53,179,thin
39,134,normal
79,188,normal
65,122,fat
72,138,fat
67,138,fat
58,135,fat
40,181,thin
80,183,normal
43,192,thin
64,187,thin
48,170,thin
77,155,fat
65,184,normal
69,140,fat
63,143,fat
58,169,normal
73,160,fat
71,171,normal
70,120,fat
48,155,normal
46,122,fat
54,160,normal
54,171,thin
36,197,thin
37,149,thin
45,163,thin
78,185,normal
71,120,fat
72,162,fat
40,186,thin
43,185,thin
68,120,fat
37,163,thin
65,183,normal
65,140,fat
72,142,fat
48,121,fat
58,178,thin
48,186,thin
80,161,fat
55,191,thin
45,157,thin
55,153,normal
47,159,normal
63,178,normal
70,141,fat
78,184,normal
77,133,fat
56,162,normal
36,174,thin
44,128,fat
67,171,normal
73,145,fat
52,194,thin
67,185,normal
36,143,thin
54,132,fat
78,170,fat
75,183,normal
76,184,normal
71,166,fat
63,138,fat
68,195,thin
62,147,fat
58,159,normal
45,133,fat
43,198,thin
54,144,fat
64,126,fat
55,150,normal
38,172,thin
46,145,normal
51,147,normal
60,180,normal
77,175,fat
54,186,thin
58,128,fat
66,127,fat
55,137,fat
57,124,fat
43,183,thin
74,158,fat
77,195,normal
59,167,normal
61,176,normal
59,159,normal
35,163,thin
69,199,thin
63,164,normal
56,141,fat
76,145,fat
49,178,thin
74,191,normal
37,187,thin
42,172,thin
64,145,fat
54,155,normal
65,142,fat
47,132,fat
80,183,normal
48,120,fat
46,185,thin
36,195,thin
64,126,fat
73,124,fat
76,128,fat
78,161,fat
80,198,normal
56,144,fat
48,180,thin
53,183,thin
52,143,fat
76,191,normal
41,176,thin
41,175,thin
44,135,normal
50,188,thin
49,145,normal
79,154,fat
80,194,normal
51,144,normal
42,186,thin
55,139,fat
43,190,thin
60,180,normal
62,124,fat
61,179,normal
61,127,fat
71,127,fat
75,200,normal
78,144,fat
68,143,fat
52,164,normal
77,196,normal
39,192,thin
45,132,fat
72,176,normal
76,124,fat
37,156,thin
38,192,thin
78,120,fat
67,195,thin
48,124,fat
79,177,fat
47,164,thin
78,141,fat
62,140,fat
40,195,thin
71,127,fat
79,169,fat
43,188,thin
59,190,thin
35,172,thin
54,154,normal
58,130,fat
50,126,fat
52,160,normal
68,175,normal
73,157,fat
49,175,thin
79,124,fat
52,126,fat
49,188,thin
36,133,normal
72,138,fat
70,150,fat
36,185,thin
70,123,fat
79,150,fat
62,161,normal
76,131,fat
38,122,fat
65,183,normal
40,162,thin
56,196,thin
60,132,fat
46,126,fat
65,146,fat
61,163,normal
71,145,fat
62,129,fat
65,140,fat
77,200,normal
45,130,fat
72,129,fat
58,200,thin
54,184,thin
64,184,normal
36,149,thin
73,151,fat
75,141,fat
42,198,thin
49,188,thin
40,172,thin
59,153,fat
44,151,normal
43,168,thin
65,121,fat
62,157,fat
35,194,thin
73,138,fat
40,144,normal
57,188,thin
51,163,normal
60,199,thin
79,186,normal
67,156,fat
39,179,thin
53,189,thin
79,142,fat
61,168,normal
41,172,thin
46,188,thin
61,170,normal
68,180,normal
56,147,fat
69,195,thin
41,157,thin
62,135,fat
39,126,normal
76,175,normal
58,160,normal
46,191,thin
71,153,fat
35,189,thin
65,131,fat
36,139,normal
48,173,thin
58,131,fat
78,147,fat
77,176,normal
44,194,thin
78,121,fat
68,151,fat
53,159,normal
77,149,fat
42,151,thin
63,172,normal
45,137,normal
37,196,thin
41,181,thin
66,121,fat
57,169,normal
73,164,fat
66,195,thin
46,122,fat
48,137,fat
46,173,thin
48,154,normal
37,185,thin
57,193,thin
44,178,thin
74,142,fat
78,129,fat
52,122,fat
47,190,thin
62,125,fat
52,184,thin
49,173,thin
53,156,normal
39,187,thin
42,151,thin
79,141,fat
46,150,normal
54,188,thin
40,200,thin
73,194,normal
58,172,normal
76,151,fat
74,138,fat
57,125,fat
53,168,normal
76,140,fat
76,182,normal
54,160,normal
51,142,fat
70,159,fat
41,146,normal
77,120,fat
69,192,normal
36,148,thin
80,166,fat
71,137,fat
59,139,fat
57,172,normal
51,155,normal
38,165,thin
39,122,fat
57,165,normal
65,171,normal
58,141,fat
54,164,normal
36,173,thin
59,200,thin
40,188,thin
77,176,normal
37,180,thin
76,136,fat
69,192,normal
71,149,fat
42,164,thin
71,120,fat
69,188,normal
49,182,thin
57,188,thin
39,152,thin
75,163,fat
43,138,normal
67,123,fat
57,184,thin
54,130,fat
78,174,fat
64,182,normal
66,141,fat
69,176,normal
63,182,normal
61,158,normal
68,149,fat
38,128,normal
50,184,thin
52,155,normal
54,162,normal
47,126,fat
80,185,normal
65,175,normal
58,174,normal
77,160,fat
51,129,fat
61,147,fat
73,196,normal
60,190,thin
36,199,thin
66,126,fat
35,175,thin
71,171,normal
64,156,fat
57,198,thin
70,162,fat
51,135,fat
52,139,fat
54,182,thin
41,145,normal
65,162,normal
77,129,fat
47,144,normal
58,168,normal
44,126,fat
53,135,fat
60,133,fat
36,164,thin
44,172,thin
55,129,fat
48,176,thin
67,174,normal
39,164,thin
48,181,thin
73,131,fat
69,146,fat
68,194,thin
70,181,normal
45,163,thin
71,162,fat
42,143,normal
79,174,fat
60,143,fat
79,191,normal
63,144,fat
75,179,normal
74,122,fat
46,152,normal
60,130,fat
65,153,fat
68,200,thin
72,158,fat
44,190,thin
44,171,thin
68,127,fat
59,121,fat
50,197,thin
78,156,fat
43,164,thin
65,152,fat
60,192,thin
55,195,thin
68,196,thin
46,134,fat
79,149,fat
61,188,thin
66,159,fat
45,200,thin
57,193,thin
65,189,thin
50,173,thin
49,182,thin
59,139,fat
42,170,thin
48,127,fat
54,185,thin
44,191,thin
62,157,fat
58,178,thin
76,136,fat
77,200,normal
38,190,thin
36,123,normal
70,158,fat
78,168,fat
44,200,thin
35,155,thin
57,121,fat
41,194,thin
79,138,fat
61,189,thin
40,173,thin
58,140,fat
44,149,normal
75,147,fat
62,132,fat
50,193,thin
48,174,thin
74,186,normal
56,185,thin
53,167,normal
68,146,fat
40,190,thin
43,193,thin
67,173,normal
63,186,thin
61,175,normal
60,174,normal
67,124,fat
58,137,fat
80,176,fat
72,172,normal
39,121,fat
66,174,normal
60,168,normal
56,126,fat
74,169,fat
54,127,fat
52,122,fat
78,186,normal
49,134,fat
74,127,fat
56,133,fat
75,160,fat
52,198,thin
71,182,normal
52,159,normal
48,162,thin
68,156,fat
44,145,normal
78,193,normal
79,181,normal
63,141,fat
45,127,fat
78,158,fat
53,196,thin
60,140,fat
76,194,normal
58,141,fat
58,178,thin
59,164,normal
68,135,fat
45,152,normal
60,175,normal
51,142,fat
37,163,thin
79,158,fat
67,129,fat
64,127,fat
44,160,thin
36,121,normal
67,180,normal
51,161,normal
75,156,fat
62,161,normal
40,151,thin
64,197,thin
60,137,fat
64,143,fat
39,194,thin
63,169,normal
55,166,normal
63,188,thin
52,122,fat
44,120,fat
62,179,normal
36,135,normal
76,171,fat
62,171,normal
71,134,fat
51,173,thin
80,163,fat
68,198,thin
68,147,fat
71,151,fat
80,134,fat
71,178,normal
55,171,normal
57,162,normal
56,131,fat
79,164,fat
78,129,fat
38,184,thin
72,157,fat
79,180,normal
52,151,normal
43,155,thin
49,193,thin
42,153,thin
78,166,fat
48,200,thin
42,135,normal
53,185,thin
55,135,fat
69,130,fat
71,195,normal
70,172,normal
67,177,normal
44,137,normal
49,185,thin
55,122,fat
78,130,fat
67,174,normal
67,149,fat
74,195,normal
41,167,thin
74,147,fat
78,150,fat
40,184,thin
79,172,fat
74,140,fat
57,132,fat
58,190,thin
65,142,fat
71,182,normal
67,151,fat
62,182,normal
63,120,fat
44,128,fat
39,178,thin
73,172,normal
68,194,thin
52,138,fat
39,147,thin
46,185,thin
40,187,thin
69,165,fat
72,151,fat
68,169,normal
54,148,normal
61,137,fat
72,146,fat
70,149,fat
67,146,fat
51,147,normal
73,149,fat
57,199,thin
53,167,normal
67,183,normal
73,121,fat
68,171,normal
75,164,fat
53,142,fat
57,178,thin
43,161,thin
59,198,thin
78,189,normal
38,157,thin
47,195,thin
62,167,normal
63,198,thin
74,137,fat
76,175,normal
60,185,thin
52,172,thin
72,149,fat
70,200,thin
62,135,fat
73,187,normal
72,183,normal
55,122,fat
68,156,fat
38,138,normal
44,152,normal
74,121,fat
40,171,thin
35,149,thin
37,125,normal
51,198,thin
50,139,fat
39,199,thin
76,163,fat
57,127,fat
76,178,normal
40,149,thin
49,140,fat
69,131,fat
57,123,fat
49,144,normal
71,152,fat
43,145,normal
37,179,thin
61,182,thin
75,154,fat
62,158,normal
48,185,thin
47,169,thin
74,184,normal
36,157,thin
54,167,normal
72,196,normal
43,183,thin
35,163,thin
51,167,thin
51,146,normal
54,165,normal
70,154,fat
80,177,fat
58,133,fat
65,198,thin
58,162,normal
77,162,fat
42,120,fat
44,181,thin
58,198,thin
47,146,normal
75,141,fat
63,169,normal
57,173,normal
63,153,fat
41,177,thin
70,160,fat
64,145,fat
62,148,fat
50,200,thin
73,145,fat
70,124,fat
59,159,normal
71,137,fat
60,164,normal
63,131,fat
47,132,fat
73,144,fat
46,156,normal
43,182,thin
58,173,normal
46,197,thin
45,128,fat
80,164,fat
60,131,fat
35,121,normal
45,169,thin
43,179,thin
35,160,thin
54,178,thin
38,142,normal
73,158,fat
76,151,fat
56,145,fat
68,124,fat
36,196,thin
78,187,normal
50,138,fat
53,167,normal
72,196,normal
59,164,normal
52,146,normal
69,161,fat
39,130,normal
50,135,fat
75,136,fat
51,189,thin
72,157,fat
79,140,fat
66,125,fat
55,134,fat
37,173,thin
46,136,normal
43,150,normal
44,121,fat
61,122,fat
63,126,fat
69,121,fat
56,190,thin
79,138,fat
55,159,normal
40,171,thin
76,171,fat
73,163,fat
64,171,normal
76,128,fat
67,130,fat
62,151,fat
40,121,fat
64,191,thin
60,167,normal
69,134,fat
41,174,thin
57,193,thin
70,198,thin
50,191,thin
71,178,normal
69,134,fat
71,169,normal
52,170,thin
36,189,thin
74,189,normal
53,149,normal
55,153,normal
41,120,fat
63,144,fat
57,189,thin
62,148,fat
44,188,thin
75,183,normal
42,173,thin
36,173,thin
37,162,thin
44,126,fat
71,182,normal
70,184,normal
69,120,fat
65,184,normal
54,124,fat
39,120,fat
55,155,normal
53,176,thin
51,149,normal
44,195,thin
37,192,thin
61,147,fat
56,130,fat
39,162,thin
65,174,normal
38,135,normal
69,168,normal
40,151,thin
75,148,fat
41,137,normal
42,169,thin
73,158,fat
66,136,fat
69,182,normal
77,175,fat
55,183,thin
49,120,fat
67,196,thin
60,133,fat
77,141,fat
48,190,thin
52,178,thin
45,125,fat
37,126,normal
71,175,normal
67,145,fat
68,164,fat
69,123,fat
76,182,normal
74,130,fat
66,169,normal
58,198,thin
39,159,thin
38,162,thin
44,120,fat
65,126,fat
76,140,fat
54,170,normal
74,191,normal
59,160,normal
62,142,fat
41,151,thin
37,138,normal
40,179,thin
77,195,normal
52,188,thin
50,177,thin
58,186,thin
76,133,fat
73,127,fat
70,120,fat
74,147,fat
73,200,thin
57,186,thin
68,174,normal
49,126,fat
73,138,fat
67,143,fat
60,159,normal
69,158,fat
62,185,thin
75,186,normal
44,127,fat
70,153,fat
57,154,normal
52,132,fat
40,198,thin
53,179,thin
42,159,thin
44,150,normal
41,191,thin
76,176,normal
45,133,fat
56,168,normal
70,171,normal
55,161,normal
76,165,fat
48,197,thin
61,162,normal
68,144,fat
49,141,normal
60,190,thin
72,145,fat
61,199,thin
45,158,thin
46,126,fat
36,138,normal
71,157,fat
52,177,thin
64,125,fat
49,120,fat
73,121,fat
69,163,fat
64,124,fat
62,150,fat
66,145,fat
46,188,thin
42,160,thin
41,167,thin
72,153,fat
40,164,thin
43,169,thin
64,168,normal
78,173,fat
54,200,thin
72,174,normal
65,160,fat
75,192,normal
73,170,fat
74,133,fat
62,189,thin
60,191,thin
65,143,fat
49,178,thin
70,191,normal
41,179,thin
40,157,thin
55,137,fat
51,174,thin
40,129,normal
74,143,fat
72,176,normal
69,181,normal
56,133,fat
68,156,fat
80,123,fat
50,168,thin
41,145,normal
44,125,fat
43,148,normal
68,121,fat
51,123,fat
43,141,normal
57,139,fat
48,139,normal
48,178,thin
37,190,thin
66,125,fat
42,123,fat
59,122,fat
38,139,normal
58,197,thin
46,163,thin
35,168,thin
70,167,fat
62,181,normal
62,185,thin
51,134,fat
70,184,normal
51,174,thin
72,161,fat
54,197,thin
61,197,thin
57,188,thin
48,132,fat
71,195,normal
35,135,normal
36,155,thin
47,130,fat
69,165,fat
60,171,normal
73,131,fat
40,178,thin
76,171,fat
62,162,normal
55,168,normal
73,172,normal
57,137,fat
37,191,thin
67,124,fat
76,132,fat
67,167,normal
53,158,normal
53,176,thin
73,173,normal
66,152,fat
41,157,thin
74,158,fat
68,199,thin
80,142,fat
78,149,fat
43,193,thin
40,164,thin
44,121,fat
69,158,fat
47,124,fat
76,123,fat
46,182,thin
48,168,thin
50,141,fat
46,169,thin
39,179,thin
75,189,normal
60,171,normal
49,154,normal
61,149,fat
44,143,normal
40,133,normal
50,186,thin
55,154,normal
41,191,thin
58,156,normal
50,169,thin
70,173,normal
59,145,fat
48,129,fat
53,173,thin
64,161,normal
50,154,normal
45,159,thin
61,174,normal
79,152,fat
57,163,normal
53,197,thin
46,190,thin
48,142,normal
62,194,thin
45,148,normal
56,193,thin
42,155,thin
75,131,fat
73,179,normal
56,144,fat
59,136,fat
77,157,fat
40,197,thin
69,180,normal
59,124,fat
60,165,normal
37,139,normal
52,131,fat
64,177,normal
44,142,normal
52,146,normal
58,153,normal
62,178,normal
65,136,fat
55,134,fat
51,188,thin
60,155,normal
36,156,thin
35,196,thin
41,179,thin
77,188,normal
46,154,normal
41,147,normal
45,192,thin
50,128,fat
52,155,normal
44,129,fat
47,144,normal
40,158,thin
78,187,normal
79,123,fat
51,155,normal
65,129,fat
68,152,fat
59,137,fat
75,146,fat
53,162,normal
76,189,normal
74,194,normal
38,184,thin
58,130,fat
42,145,normal
39,137,normal
52,167,normal
61,127,fat
71,161,fat
38,159,thin
59,176,normal
55,141,fat
54,137,fat
62,189,thin
78,180,normal
55,197,thin
59,167,normal
42,162,thin
60,158,normal
45,188,thin
53,123,fat
44,153,normal
71,175,normal
60,169,normal
50,143,normal
65,123,fat
70,148,fat
64,121,fat
43,143,normal
61,190,thin
69,174,normal
72,158,fat
38,169,thin
53,154,normal
63,160,normal
69,136,fat
49,169,thin
60,194,thin
76,169,fat
70,124,fat
76,135,fat
60,132,fat
76,169,fat
37,181,thin
68,158,fat
58,125,fat
40,151,thin
78,187,normal
55,180,thin
78,179,normal
44,195,thin
60,174,normal
77,139,fat
45,177,thin
77,155,fat
39,186,thin
55,147,fat
55,123,fat
63,159,normal
41,152,thin
79,182,normal
78,179,normal
55,172,normal
77,157,fat
65,154,fat
59,168,normal
47,193,thin
52,170,thin
59,150,fat
41,155,thin
62,150,fat
41,190,thin
49,120,fat
74,169,fat
71,137,fat
68,152,fat
50,165,thin
43,183,thin
73,173,normal
37,152,thin
61,194,thin
57,137,fat
55,132,fat
49,178,thin
60,164,normal
48,128,fat
55,167,normal
73,189,normal
65,194,thin
60,162,normal
48,172,thin
61,132,fat
36,121,normal
68,125,fat
55,167,normal
43,184,thin
37,173,thin
39,185,thin
72,141,fat
44,167,thin
67,145,fat
50,174,thin
38,188,thin
79,153,fat
79,167,fat
38,137,normal
77,140,fat
58,173,normal
43,145,normal
53,165,normal
70,139,fat
61,148,fat
58,138,fat
61,159,normal
46,125,fat
39,137,normal
57,163,normal
40,164,thin
37,132,normal
63,154,fat
43,123,fat
68,165,normal
74,133,fat
51,185,thin
58,186,thin
67,199,thin
78,125,fat
45,197,thin
36,132,normal
70,173,normal
54,155,normal
49,125,fat
78,162,fat
41,162,thin
54,143,fat
42,161,thin
47,150,normal
56,196,thin
46,160,thin
46,200,thin
73,143,fat
57,145,fat
78,171,fat
58,126,fat
36,133,normal
36,176,thin
46,129,fat
48,185,thin
79,158,fat
35,186,thin
35,171,thin
67,137,fat
69,141,fat
38,124,normal
65,134,fat
43,158,thin
38,140,normal
62,165,normal
76,189,normal
65,139,fat
46,200,thin
67,169,normal
65,163,normal
38,163,thin
57,132,fat
57,176,thin
35,143,thin
59,121,fat
37,141,normal
51,184,thin
73,140,fat
75,183,normal
64,139,fat
53,130,fat
36,143,thin
59,176,normal
35,177,thin
74,146,fat
43,186,thin
65,161,fat
52,175,thin
79,159,fat
67,165,normal
75,144,fat
47,182,thin
52,187,thin
55,161,normal
64,194,thin
50,168,thin
74,200,normal
45,122,fat
46,161,thin
51,161,normal
54,147,normal
37,191,thin
43,184,thin
66,176,normal
57,170,normal
40,190,thin
44,199,thin
70,136,fat
58,149,fat
74,121,fat
59,144,fat
77,157,fat
64,200,thin
75,170,fat
72,170,normal
48,180,thin
79,198,normal
51,179,thin
44,166,thin
59,120,fat
74,129,fat
67,138,fat
74,183,normal
56,124,fat
75,157,fat
61,130,fat
53,177,thin
79,193,normal
36,171,thin
36,160,thin
47,165,thin
51,155,normal
47,176,thin
49,134,fat
57,127,fat
57,138,fat
73,137,fat
59,180,thin
36,186,thin
44,177,thin
53,180,thin
69,193,normal
43,171,thin
64,185,normal
44,195,thin
64,174,normal
45,124,fat
41,191,thin
70,173,normal
60,191,thin
74,127,fat
75,190,normal
38,141,normal
54,190,thin
62,129,fat
78,135,fat
49,163,thin
71,156,fat
46,179,thin
40,157,thin
48,166,thin
79,127,fat
49,151,normal
80,185,normal
50,135,fat
52,158,normal
63,123,fat
